product_id,review_count,avg_rating,rating_std,score_raw_avg,score_count_weighted,score_trust_weighted
B00409FL4M,175,4.7371428571428575,0.7501286151352068,4.7371428571428575,2.476856091884994,4.76992737180123
B00CZ50F3A,199,4.778894472361809,0.5608046022804982,4.778894472361809,2.5137537397972523,4.76912174371642
B009KS6034,36,4.888888888888889,0.3187276291558384,4.888888888888889,2.466923570969814,4.7675704884254735
B005J04WDM,49,4.816326530612245,0.6348710298082563,4.816326530612245,2.438534215577981,4.7672975028637605
B005F0IBCO,25,4.96,0.19999999999999996,4.96,2.495638465580662,4.7647097008790364
B01BKVWKCS,121,4.768595041322314,0.7042765860383785,4.768595041322314,2.459472429352523,4.7633520829078595
B00GRDC372,240,4.754166666666666,0.661226935304443,4.754166666666666,2.5263536740234716,4.762584265585684
B010QCP2DG,54,4.814814814814815,0.616566086193771,4.814814814814815,2.44093147272338,4.760933259206237
B00STV423I,48,4.854166666666667,0.3566739576374166,4.854166666666667,2.457055197933088,4.760122277819706
B001J1XD76,35,4.885714285714286,0.4037638048216231,4.885714285714286,2.4646798288416787,4.758833810984504
B0006HB4W0,20,5.0,0.0,5.0,2.5124802942722018,4.755927232561217
B015NM2X8Q,20,5.0,0.0,5.0,2.5124802942722018,4.755927232561217
B01E4Q9MJA,24,4.958333333333333,0.2041241452319315,4.958333333333333,2.494148493606586,4.75488267894692
B00DP5NNHY,736,4.688858695652174,0.8957561631467794,4.688858695652174,2.7971764762160434,4.752776560867325
B00XT15P8E,1657,4.71756185878093,0.7676344513578836,4.71756185878093,3.385092337448954,4.751294645683081
B00GRDC4BM,119,4.756302521008403,0.6239076767129792,4.756302521008403,2.451882697377427,4.751202183564785
B01D93XCHM,35,4.885714285714286,0.403763804821623,4.885714285714286,2.4646798288416787,4.751164672582682
B00EDBZYZ8,59,4.813559322033898,0.4725052917487453,4.813559322033898,2.4434568077166294,4.749963612173565
B00STV50P2,39,4.871794871794871,0.33868842842937036,4.871794871794871,2.460218009350957,4.749400310367353
B01HBLM8EQ,51,4.823529411764706,0.4777397765705167,4.823529411764706,2.443448425087323,4.748318958446114
B011PJ6CJW,50,4.82,0.5225526045191967,4.82,2.4410273252758805,4.747693823973308
B00IT4S93O,27,4.925925925925926,0.26688025634181184,4.925925925925926,2.4797882485743754,4.746610987932918
B00STV3U5E,39,4.871794871794871,0.33868842842937036,4.871794871794871,2.460218009350957,4.746229783857802
B00PTA6RO4,19,5.0,0.0,5.0,2.5118234366789283,4.745757533917935
B011SN4936,19,5.0,0.0,5.0,2.5118234366789283,4.745757533917934
B00U02CTZM,19,5.0,0.0,5.0,2.5118234366789283,4.745757533917934
B00B70WUCI,67,4.7611940298507465,0.8543924341185196,4.7611940298507465,2.421879044085929,4.743698052296668
B007XKB0RC,70,4.8,0.4373835248681493,4.8,2.443510246978455,4.7435708638741065
B00W3XUB88,250,4.716,0.767921097017773,4.716,2.5122674724119816,4.743081382199675
B017XWU6PG,32,4.875,0.4212117695871159,4.875,2.4573535207567003,4.739833940738532
B00MYLWCG8,25,4.92,0.4,4.92,2.4755123489227535,4.738836070467155
B00GHXU5HC,18,5.0,0.0,5.0,2.5111665790856543,4.734703513653497
B00ZCYU072,18,5.0,0.0,5.0,2.5111665790856543,4.734703513653497
B005Y14L64,26,4.923076923076923,0.271746488194703,4.923076923076923,2.4777072638344317,4.734085343040665
B00GNJBI8U,77,4.792207792207792,0.6353130669964041,4.792207792207792,2.4439504268721293,4.733006701105918
B013QOBF96,48,4.8125,0.5322073664006013,4.8125,2.4359645953757223,4.7315810077872404
B00GP4PWOO,56,4.767857142857143,0.6603324625057903,4.767857142857143,2.4183784062758056,4.731560338711351
B00GI76P3K,118,4.737288135593221,0.7445295204802692,4.737288135593221,2.4414584019879406,4.729093241369193
B003WJXKTO,634,4.705047318611987,0.7518737505578641,4.705047318611987,2.743786790241541,4.728069490914099
B00NQVXCD2,20,4.95,0.22360679774997902,4.95,2.4873554913294798,4.7266563094323315
B002VHJEPM,48,4.791666666666667,0.5819385554072728,4.791666666666667,2.42541929409704,4.725602286005995
B00STV67HC,17,5.0,0.0,5.0,2.5105097214923804,4.722644582455928
B00394Y730,70,4.771428571428571,0.5429769945063481,4.771428571428571,2.4289655431273927,4.722293091878302
B00IOGP99E,68,4.720588235294118,0.7888322795326393,4.720588235294118,2.4018442242898215,4.721995404468556
B00CBRBBYY,20,4.95,0.22360679774997896,4.95,2.4873554913294798,4.719143447725217
B010GLKSF4,52,4.75,0.7105645366779246,4.75,2.4068247503941147,4.718197635832595
B0092SVT6U,106,4.726415094339623,0.6695132399263347,4.726415094339623,2.4284037616871075,4.717058047540543
B01CJWXU58,64,4.75,0.6666666666666665,4.75,2.4143129269574355,4.71629460280855
B00GQO6QKM,52,4.788461538461538,0.5363836226513325,4.788461538461538,2.4263132099114757,4.714070871407469
B01AL61AF6,58,4.793103448275862,0.44950735956565846,4.793103448275862,2.432443329044884,4.713956999328141
B011P4E5F0,45,4.844444444444444,0.5622825056513995,4.844444444444444,2.4502247912652537,4.713777458018127
B00F8ZI15I,57,4.754385964912281,0.7625310708982377,4.754385964912281,2.412170073107098,4.712436646035279
B00KGMGACO,100,4.74,0.6759953379792621,4.74,2.4316473988439307,4.711433565550367
B00HJ8JTIU,51,4.745098039215686,0.6274754897173903,4.745098039215686,2.403717556386716,4.709628554181078
B005F0H3WI,16,5.0,0.0,5.0,2.509852863899107,4.709437181620497
B00123KGXU,16,5.0,0.0,5.0,2.509852863899107,4.709437181620497
B0009F7SD8,16,5.0,0.0,5.0,2.509852863899107,4.709437181620497
B00PO69SFI,19,4.947368421052632,0.22941573387056177,4.947368421052632,2.485383189977045,4.7076083712139924
B00W48EVS8,42,4.809523809523809,0.5054867366041312,4.809523809523809,2.4306671170833023,4.707496549989807
B01AF57KUC,49,4.775510204081633,0.6540038902295413,4.775510204081633,2.417868671378168,4.707169441563804
B007EBVQ3S,19,4.947368421052632,0.22941573387056174,4.947368421052632,2.485383189977045,4.705301145127568
B01EAZL7V6,23,4.913043478260869,0.2881040655200303,4.913043478260869,2.470721286755466,4.705162989766829
B01AZN9LZ6,58,4.758620689655173,0.6299636532981161,4.758620689655173,2.4149437367495974,4.7040638658276395
B00XCWZBUW,97,4.711340206185567,0.7494270434610633,4.711340206185567,2.4150879512002215,4.703623737396718
B0182WG722,22,4.909090909090909,0.2942449431682499,4.909090909090909,2.4680886638322264,4.703071921315394
B01CEZSSXY,91,4.725274725274725,0.7463382323188043,4.725274725274725,2.4185063491421874,4.7027316880852
B00HBXW9OO,23,4.869565217391305,0.6255432421712243,4.869565217391305,2.448856496607188,4.701131911733902
B00O0ZT4ZI,41,4.804878048780488,0.5108577196794598,4.804878048780488,2.4276879894390113,4.700745102933596
B00OTYQEE4,86,4.709302325581396,0.7493727427148252,4.709302325581396,2.4072379596475577,4.699818588578114
B005UOFY3Y,35,4.8,0.5313689313240573,4.8,2.421439831844456,4.6995603234505055
B01EL76Y8E,171,4.690058479532164,0.8064924032872396,4.690058479532164,2.44977305762216,4.699256161394134
B010LG59XA,36,4.833333333333333,0.50709255283711,4.833333333333333,2.4388903485724294,4.698123827930493
B01FQADM26,28,4.857142857142857,0.35634832254989923,4.857142857142857,2.445799864875009,4.698037145091977
B01AQW1XI4,569,4.639718804920914,0.9449107147335601,4.639718804920914,2.6660706848034788,4.697632571315996
B01HEISONU,163,4.680981595092025,0.806650761033827,4.680981595092025,2.440112318618649,4.69733443200449
B01BTOOA38,38,4.7631578947368425,0.7510069106212363,4.7631578947368425,2.404731448958708,4.697214444591652
B0112T20UU,18,4.944444444444445,0.23570226039551587,4.944444444444445,2.4832647282069247,4.695842335919704
B01EOA2RSE,17,4.9411764705882355,0.242535625036333,4.9411764705882355,2.4809743130042348,4.6958231213882025
B01G84IYI6,27,4.851851851851852,0.4560451819471487,4.851851851851852,2.4424981997236332,4.695510405073522
B01D5I6XVI,15,5.0,0.0,5.0,2.5091960063058325,4.694909040701521
B013SVKORG,24,4.875,0.33783196234608814,4.875,2.4522300315291643,4.694848281261133
B00XX1XHS0,59,4.745762711864407,0.6043868462871546,4.745762711864407,2.409041923100902,4.69452867610154
B00DT53CVW,18,4.944444444444445,0.23570226039551587,4.944444444444445,2.4832647282069247,4.694469908378696
B010RRWKT4,18,4.944444444444445,0.23570226039551587,4.944444444444445,2.4832647282069247,4.694157141239898
B01DCPU1XU,22,4.909090909090909,0.29424494316824984,4.909090909090909,2.4680886638322264,4.694078529185371
B00NQVXCE6,180,4.6722222222222225,0.7968552405322749,4.6722222222222225,2.445980761370935,4.693510608054011
B018TNFNGA,153,4.686274509803922,0.7386918401301877,4.686274509803922,2.436714990778235,4.693014734059448
B017S3L8WA,20,4.85,0.6708203932499369,4.85,2.4371058854440357,4.692273170441933
B00G2EWFEM,18,4.944444444444445,0.23570226039551587,4.944444444444445,2.4832647282069247,4.691762860600076
B01BWAJD8Q,18,4.944444444444445,0.23570226039551587,4.944444444444445,2.4832647282069247,4.6894457207395766
B017N7I17Q,37,4.702702702702703,0.9388191419977446,4.702702702702703,2.373592194401443,4.689354108693462
B004BGU4QE,34,4.735294117647059,0.7904284810156533,4.735294117647059,2.388175790547433,4.6887317218161915
B012ZQR84C,36,4.805555555555555,0.5247826458609557,4.805555555555555,2.4248737373737375,4.68863119080726
B00RM6LNH4,24,4.75,0.8968544062928813,4.75,2.389352338413032,4.688410761266258
B01EYY0Z66,183,4.66120218579235,0.8548328527548776,4.66120218579235,2.442048649098777,4.688347426078572
B01ACMK6NQ,57,4.7368421052631575,0.6688560540599389,4.7368421052631575,2.4032690765273665,4.688224582233628
B016A3J3QM,64,4.75,0.5039526306789698,4.75,2.4143129269574355,4.6878193750386075
B01A0NJHJG,23,4.869565217391305,0.45769658728016005,4.869565217391305,2.448856496607188,4.687784678398635
B00V54S4Y4,20,4.9,0.3077935056255463,4.9,2.462230688386758,4.6869521175580555
B00YBYIA94,67,4.731343283582089,0.6871568466413069,4.731343283582089,2.406694849452161,4.686401999346736
B00ZDR23BO,161,4.695652173913044,0.7419861712059527,4.695652173913044,2.446526080102356,4.686238958838114
B016HL8U02,34,4.764705882352941,0.7807852895958004,4.764705882352941,2.403009180550833,4.685117270428414
B006GRLDHU,20,4.9,0.3077935056255462,4.9,2.462230688386758,4.683910218676542
B017HK3N9A,29,4.827586206896552,0.46820062223377956,4.827586206896552,2.431550908728505,4.682969965297758
B0154UKW9Y,21,4.809523809523809,0.8728715609439694,4.809523809523809,2.4173985936991715,4.682732432360852
B010MOI0SC,26,4.846153846153846,0.36794648440311994,4.846153846153846,2.4389930878370185,4.681256156189028
B00T0UY14W,21,4.904761904761905,0.3007926037591192,4.904761904761905,2.4652678727823236,4.681094399741731
B00HN01V9E,47,4.723404255319149,0.7132938799064052,4.723404255319149,2.390246084010689,4.680672036622772
B0118O7YB4,20,4.9,0.30779350562554625,4.9,2.462230688386758,4.680554529356251
B00GKS1320,65,4.707692307692308,0.8239212060908214,4.707692307692308,2.3934273818666885,4.67946599510152
B0106S45X8,28,4.785714285714286,0.7867957924694432,4.785714285714286,2.409832219803318,4.679396623155372
B01690P3RO,41,4.780487804878049,0.5249854817969359,4.780487804878049,2.415364700152519,4.67913138234536
B01BCDICXU,21,4.857142857142857,0.6546536707079772,4.857142857142857,2.4413332332407474,4.679063451965829
B005L50K6I,14,5.0,0.0,5.0,2.508539148712559,4.678851621791075
B01HDGM088,14,5.0,0.0,5.0,2.508539148712559,4.678851621791075
B007C3R894,14,5.0,0.0,5.0,2.508539148712559,4.678851621791075
B000PHANNM,2286,4.646544181977253,0.7749942327836862,4.646544181977253,3.7180899385737587,4.678228825437846
B016P4D5NS,17,4.9411764705882355,0.242535625036333,4.9411764705882355,2.4809743130042348,4.678105029981823
B00I523WDC,113,4.6902654867256635,0.7206104309356051,4.6902654867256635,2.4141434809499667,4.678031995469366
B01FQ6TGA2,20,4.9,0.30779350562554625,4.9,2.462230688386758,4.677860271369946
B00BLWTDYU,185,4.643243243243243,0.8420150973746346,4.643243243243243,2.4338597662297086,4.67772297032922
B01B1WE43O,35,4.8,0.7194769341845014,4.8,2.421439831844456,4.677682265955502
B00UDJ83U2,55,4.745454545454545,0.5517038194331306,4.745454545454545,2.4063918215258204,4.677615820659677
B00OPO3TPU,50,4.66,1.002242383816593,4.66,2.359997372569627,4.6766777284063865
B00K1KZC0M,23,4.869565217391305,0.344350221575091,4.869565217391305,2.448856496607188,4.676187486098017
B00IUF554S,51,4.7254901960784315,0.6026087079539763,4.7254901960784315,2.393784839211565,4.675025893206859
B005QCNH9S,37,4.756756756756757,0.7603144599953876,4.756756756756757,2.400874863302609,4.674592476379049
B01E3ADPQI,37,4.756756756756757,0.7228571937267572,4.756756756756757,2.400874863302609,4.674415467283312
B00PM9RLZG,64,4.734375,0.5115239447296147,4.734375,2.4063711081187598,4.674256334095589
B01FES6E34,91,4.681318681318682,0.7435518494828406,4.681318681318682,2.396008615661795,4.674140962888851
B013EN6YJU,78,4.717948717948718,0.6220501482568644,4.717948717948718,2.406699273751297,4.673911695428694
B014Q3GA4G,16,4.9375,0.24999999999999997,4.9375,2.4784797031003682,4.672807753819312
B00MMEN7MK,118,4.669491525423729,0.8578953051674911,4.669491525423729,2.4065180312975945,4.671862001018011
B005LYDTB2,54,4.722222222222222,0.7375806106675421,4.722222222222222,2.393990482863315,4.671384342007934
B0097AJS2U,28,4.821428571428571,0.4755948656056708,4.821428571428571,2.4278160423391633,4.670864988130299
B01CDV7TNE,565,4.658407079646017,0.8219857533273882,4.658407079646017,2.67436139490976,4.67082800631934
B00AKIPDTA,57,4.701754385964913,0.8010018789148141,4.701754385964913,2.385467083367905,4.670729612049139
B00ECFYWEE,119,4.65546218487395,0.8380463033799177,4.65546218487395,2.399899318634443,4.668464439554135
B01BI7B778,16,4.9375,0.25,4.9375,2.4784797031003682,4.667518094938385
B0104PTU88,50,4.76,0.7159979477795239,4.76,2.410641093011035,4.667069290462782
B015TSZURK,31,4.806451612903226,0.4016096644512494,4.806451612903226,2.4221687318834437,4.667022897855879
B01DU9BNPS,86,4.709302325581396,0.6483695219052977,4.709302325581396,2.4072379596475577,4.666501556783213
B006ZZU8HY,29,4.758620689655173,0.8304547985373997,4.758620689655173,2.3968144671752407,4.666249267786274
B00O3OT8D4,34,4.764705882352941,0.6540699401677286,4.764705882352941,2.403009180550833,4.665995976536587
B001AEF10Y,47,4.680851063829787,0.9114342013676888,4.680851063829787,2.3687123355060877,4.665980255757199
B017QY8IH4,87,4.724137931034483,0.7577453577986715,4.724137931034483,2.415442042510011,4.665301164840494
B005CZLMBE,16,4.9375,0.25,4.9375,2.4784797031003682,4.665022676866521
B00P0BJTY2,22,4.863636363636363,0.3512500866571044,4.863636363636363,2.445235991018965,4.665018310279574
B00ZZNIZ4K,253,4.648221343873518,0.8157470517260691,4.648221343873518,2.477992933977763,4.664810212794173
B01DOLIRMO,38,4.7631578947368425,0.5897416074728298,4.7631578947368425,2.404731448958708,4.664751959760267
B01CFJWG3W,16,4.9375,0.25,4.9375,2.4784797031003682,4.664308026220617
B012TSP8WU,19,4.894736842105263,0.31530176764230566,4.894736842105263,2.458942943275161,4.663980345746581
B00Q0SVVIQ,20,4.85,0.6708203932499369,4.85,2.4371058854440357,4.663593056882426
B00ZBUBNWI,16,4.9375,0.25,4.9375,2.4784797031003682,4.663523394246644
B0132EVIYW,31,4.774193548387097,0.6688137468361346,4.774193548387097,2.405912565897649,4.663509294414876
B00V7FO9NQ,19,4.894736842105263,0.31530176764230583,4.894736842105263,2.458942943275161,4.663259609759366
B00VVWJLNS,74,4.6891891891891895,0.738856496636019,4.6891891891891895,2.3895644856627514,4.663160350433247
B014E2PXMO,16,4.9375,0.24999999999999994,4.9375,2.4784797031003682,4.662945203467817
B00BMZ5WPU,30,4.8,0.4842341981115024,4.8,2.418286915396742,4.662820465206205
B01GWLNXDG,49,4.755102040816326,0.5961897155023292,4.755102040816326,2.407535899278261,4.662415825074549
B005Y175OY,86,4.662790697674419,0.7609663379163761,4.662790697674419,2.3834627699226436,4.662083361018424
B01HE43R68,21,4.857142857142857,0.35856858280031817,4.857142857142857,2.4413332332407474,4.661945193887261
B00H7NTFMC,38,4.7631578947368425,0.48957844670341577,4.7631578947368425,2.404731448958708,4.661162375842699
B01CKHQ2HK,13,5.0,0.0,5.0,2.5078822911192855,4.661010045223913
B00Q7O4K86,13,5.0,0.0,5.0,2.5078822911192855,4.661010045223913
B00OGSK778,13,5.0,0.0,5.0,2.5078822911192855,4.661010045223913
B01BL9ZHJM,13,5.0,0.0,5.0,2.5078822911192855,4.661010045223913
B00OD9YS2U,13,5.0,0.0,5.0,2.5078822911192855,4.661010045223913
B01HI7K476,57,4.701754385964913,0.7550996216371001,4.701754385964913,2.385467083367905,4.66097984543842
B016I78D5W,21,4.857142857142857,0.4780914437337575,4.857142857142857,2.4413332332407474,4.660341991398144
B00O1QPHG6,20,4.9,0.44721359549995787,4.9,2.462230688386758,4.658027001582125
B00MTOODYY,15,4.933333333333334,0.2581988897471611,4.933333333333334,2.4757400595550885,4.657787970042992
B000Q8LNAM,15,4.933333333333334,0.25819888974716115,4.933333333333334,2.4757400595550885,4.657106690040006
B01EFQOVWM,123,4.666666666666667,0.6855256050588167,4.666666666666667,2.408127517954108,4.657023169370952
B00HS0CHSI,26,4.8076923076923075,0.5670436151994496,4.8076923076923075,2.419635999838312,4.65702112274572
B00QXXOLTY,47,4.723404255319149,0.6494856714145455,4.723404255319149,2.390246084010689,4.656988936561008
B009UAMWR0,123,4.634146341463414,0.8987084784446557,4.634146341463414,2.3913461415223716,4.656389736323795
B004O0TQ8Y,44,4.75,0.5756694788133285,4.75,2.4018326326852337,4.655812010246841
B00D374LZW,18,4.888888888888889,0.32338083338177737,4.888888888888889,2.4553628773281955,4.655753489820964
B011VMNE2Q,15,4.933333333333334,0.2581988897471611,4.933333333333334,2.4757400595550885,4.654405858950594
B00AFCJC0W,50,4.7,0.7354021529276429,4.7,2.38025486074619,4.652131910811508
B00IZQOI9A,44,4.659090909090909,0.9386576714124697,4.659090909090909,2.3558645440214017,4.65210081238322
B018R7JILE,16,4.875,0.49999999999999994,4.875,2.447106542301629,4.65199140182672
B00JHPO8MK,39,4.769230769230769,0.48458003855419207,4.769230769230769,2.4084239459962005,4.651438997571807
B016TP9PZ0,18,4.888888888888889,0.3233808333817773,4.888888888888889,2.4553628773281955,4.651318389151139
B00FWZQ9KI,17,4.882352941176471,0.4850712500726659,4.882352941176471,2.4514389045160896,4.651104537952931
B01FLSSBB0,15,4.933333333333334,0.2581988897471611,4.933333333333334,2.4757400595550885,4.649945602581835
B00GIHA7U2,86,4.616279069767442,0.9476733695327083,4.616279069767442,2.3596875801977295,4.648363324439363
B00QS303X2,15,4.933333333333334,0.2581988897471611,4.933333333333334,2.4757400595550885,4.6476140041287035
B01FLROTN0,61,4.688524590163935,0.7861506133593271,4.688524590163935,2.381218610821567,4.64752170142699
B00ZOWJI7A,688,4.607558139534884,0.9172777090120482,4.607558139534884,2.7196214819929367,4.647486298235575
B011PIYQPK,23,4.826086956521739,0.49102619010353105,4.826086956521739,2.4269917064589093,4.647424975059707
B00JCUPW3E,233,4.622317596566524,0.9348703314517375,4.622317596566524,2.452038682992068,4.647319936034567
B00EE6OGTW,26,4.8076923076923075,0.4914656259988705,4.8076923076923075,2.419635999838312,4.647156884347455
B00B5U6J86,34,4.764705882352941,0.6540699401677286,4.764705882352941,2.403009180550833,4.647135371186537
B016HL8RMI,15,4.933333333333334,0.25819888974716115,4.933333333333334,2.4757400595550885,4.646593367169711
B01D0I56UC,47,4.723404255319149,0.7431462978320612,4.723404255319149,2.390246084010689,4.646525121224651
B00JLGLVAW,15,4.933333333333334,0.25819888974716115,4.933333333333334,2.4757400595550885,4.646186309323673
B017V6ZL68,24,4.75,0.8469895538599198,4.75,2.389352338413032,4.645620818639897
B01BL1K902,36,4.722222222222222,0.7786842789919458,4.722222222222222,2.3828239037776613,4.6456204612137855
B00QVCLG4A,26,4.730769230769231,0.827414880586145,4.730769230769231,2.3809218238408993,4.645244000646821
B015YOODZO,42,4.738095238095238,0.5868279263112164,4.738095238095238,2.394568100492956,4.645243246931942
B00N2Z15ZY,80,4.65,0.8434408130173041,4.65,2.3732593273778244,4.6450513403313805
B0046AM2JC,43,4.674418604651163,0.8923198826536137,4.674418604651163,2.3630008921042664,4.644521137550902
B00ASPN25W,29,4.758620689655173,0.5766388083288672,4.758620689655173,2.3968144671752407,4.644492023053891
B005Z8CEQA,31,4.709677419354839,0.9016114605562929,4.709677419354839,2.373400233926059,4.644407775662616
B01GFVKP5M,89,4.662921348314606,0.8110573937868658,4.662921348314606,2.385367279340131,4.644260377293121
B01CPDXLXW,17,4.882352941176471,0.4850712500726659,4.882352941176471,2.4514389045160896,4.643863135469598
B013AOUUQG,66,4.696969696969697,0.8221865214114591,4.696969696969697,2.3885929712256564,4.6437879046560875
B01CTYX6O6,18,4.888888888888889,0.32338083338177726,4.888888888888889,2.4553628773281955,4.643763315906984
B0190LOMCQ,58,4.655172413793103,1.0009070296649274,4.655172413793103,2.362444959863736,4.642606965981352
B01G4ZFB2Q,18,4.777777777777778,0.9428090415820634,4.777777777777778,2.399559175570736,4.642506445146236
B00OH9H48Q,33,4.7272727272727275,0.8012773892638272,4.7272727272727275,2.383509291549229,4.642445136856165
B006Z9CAD0,248,4.629032258064516,0.8244025385173852,4.629032258064516,2.4647225094502736,4.642443359718749
B004X6SUZY,80,4.6625,0.8104343264375928,4.6625,2.3796390567524957,4.642359196028209
B01FOB21LU,33,4.666666666666667,1.0206207261596576,4.666666666666667,2.3529514801191103,4.642219358006734
B0042TADE8,36,4.694444444444445,0.821825301020129,4.694444444444445,2.368807292578969,4.641877925319309
B00W2PUYOI,83,4.662650602409639,0.7371187883508852,4.662650602409639,2.3815535394336145,4.641646761928458
B00N47AUV0,70,4.671428571428572,0.7167039809246855,4.671428571428572,2.378059079648675,4.64121084939853
B006VR990S,32,4.75,0.672021505032247,4.75,2.394344456121913,4.641151028487823
B00H9ADP60,12,5.0,0.0,5.0,2.5072254335260116,4.6410694596488495
B00L2T28OE,12,5.0,0.0,5.0,2.5072254335260116,4.6410694596488495
B013E0AOH6,12,5.0,0.0,5.0,2.5072254335260116,4.641069459648849
B013ZZHZZO,12,5.0,0.0,5.0,2.5072254335260116,4.641069459648849
B01G2K2EFU,12,5.0,0.0,5.0,2.5072254335260116,4.641069459648849
B006FJ43M6,12,5.0,0.0,5.0,2.5072254335260116,4.641069459648849
B00MZCW6ZI,12,5.0,0.0,5.0,2.5072254335260116,4.641069459648849
B0157NZVVC,12,5.0,0.0,5.0,2.5072254335260116,4.641069459648849
B01090YPEM,12,5.0,0.0,5.0,2.5072254335260116,4.641069459648849
B0140J8EYA,12,5.0,0.0,5.0,2.5072254335260116,4.641069459648849
B00XX1XHC6,60,4.683333333333334,0.7008872504569529,4.683333333333334,2.3779668067962865,4.6402743523180785
B01DTLWTMS,38,4.7105263157894735,0.835298772792887,4.7105263157894735,2.3781598307381695,4.639506825434413
B01A1RF6UA,18,4.777777777777778,0.9428090415820634,4.777777777777778,2.399559175570736,4.63810372788145
B00LJ2XKY6,33,4.7272727272727275,0.7612788283838284,4.7272727272727275,2.383509291549229,4.637692771615688
B01HI7FZLQ,24,4.75,0.8469895538599197,4.75,2.389352338413032,4.6373497818629215
B00MWCRB2E,18,4.888888888888889,0.32338083338177726,4.888888888888889,2.4553628773281955,4.636518700764639
B00Q39EZY4,66,4.681818181818182,0.6363136843531692,4.681818181818182,2.380887832608799,4.635730348176796
B00ASPN21Q,20,4.85,0.3663475485325232,4.85,2.4371058854440357,4.635257781302035
B00KIUCLUY,75,4.653333333333333,0.7796973309739671,4.653333333333333,2.3719040112103698,4.633434751647572
B003AWG9GE,60,4.666666666666667,0.7516460280028288,4.666666666666667,2.3695042914696094,4.633382912927126
B00FGKRRUA,14,4.928571428571429,0.2672612419124244,4.928571428571429,2.4727028751595226,4.633225975807919
B00HWZBHP8,42,4.619047619047619,1.0581249166050926,4.619047619047619,2.3344030728423792,4.631985777344647
B01BDFTSQ2,28,4.714285714285714,0.8544932592822077,4.714285714285714,2.3738645747316265,4.6317516272155785
B00JQYT4JO,38,4.684210526315789,0.8731819152865566,4.684210526315789,2.3648740216279003,4.631464190681773
B007C5M5P4,50,4.7,0.7071067811865476,4.7,2.38025486074619,4.630858892370261
