product_id,review_count,avg_rating,rating_std,score_trust_weighted,score_raw_avg,score_count_weighted
B0000733S9,1,2.0,0.0,0.48000000000000004,2.0,2.0
B000074ULT,4,3.0,1.4142135623730951,0.675,3.0,3.0
B000078P9Q,1,5.0,0.0,1.0,5.0,5.0
B000078PE5,1,4.0,0.0,0.8500000000000001,4.0,4.0
B000078Q04,1,1.0,0.0,0.2,1.0,1.0
B000078Q0G,1,4.0,0.0,0.8500000000000001,4.0,4.0
B000078Q6P,5,5.0,0.0,1.0,5.0,5.0
B000078QIN,1,3.0,0.0,0.7000000000000001,3.0,3.0
B000078QJY,1,1.0,0.0,0.2,1.0,1.0
B000078QKW,4,5.0,0.0,1.0,5.0,5.0
B000078QKZ,1,4.0,0.0,0.9000000000000001,4.0,4.0
B000078QW4,1,5.0,0.0,1.0,5.0,5.0
B000078R4R,1,4.0,0.0,0.8500000000000001,4.0,4.0
B00007AT01,1,4.0,0.0,0.9000000000000001,4.0,4.0
B00007ATWM,2,4.5,0.7071067811865476,0.925,4.5,4.5
B00007AV0C,1,5.0,0.0,1.0,5.0,5.0
B00007CWBQ,1,4.0,0.0,0.8,4.0,4.0
B00007FB6H,1,5.0,0.0,1.0,5.0,5.0
B00007FCJS,2,3.5,2.1213203435596424,0.75,3.5,3.5
B00007G9CV,1,4.0,0.0,0.8,4.0,4.0
B00007GD9P,3,5.0,0.0,0.9833333333333334,5.0,5.0
B00007GDA2,1,4.0,0.0,0.8500000000000001,4.0,4.0
B00007GDFV,98,3.673469387755102,1.4486076514775172,0.736938775510204,3.673469387755102,3.673469387755102
B00007GKHE,1,5.0,0.0,1.0,5.0,5.0
B000085HZL,7,4.714285714285714,0.48795003647426655,0.9557142857142857,4.714285714285714,4.714285714285714
B00008691S,4,4.25,0.9574271077563381,0.8925000000000001,4.25,4.25
B0000869EU,2,3.5,2.1213203435596424,0.77,3.5,3.5
B00008DH3B,2,5.0,0.0,1.0,5.0,5.0
B00008DH8M,3,3.0,2.0,0.6333333333333333,3.0,3.0
B00008DHCF,1,5.0,0.0,1.0,5.0,5.0
B00008DHDV,2,5.0,0.0,1.0,5.0,5.0
B00008DHGH,1,4.0,0.0,0.8500000000000001,4.0,4.0
B00008ID39,10,4.1,1.370320319406298,0.8630000000000001,4.1,4.1
B00008IPXM,1,4.0,0.0,0.8,4.0,4.0
B00008JOQI,41,3.658536585365854,1.4596190615629985,0.7375609756097562,3.658536585365854,3.658536585365854
B00008JPRZ,27,4.481481481481482,0.8489980687832692,0.8740740740740741,4.481481481481482,4.481481481481482
B00008JQF0,23,3.869565217391304,1.4239620725952369,0.7873913043478261,3.869565217391304,3.869565217391304
B00008JQLL,4,4.75,0.5,0.9125000000000001,4.75,4.75
B00008JRUJ,10,4.3,0.9486832980505138,0.8520000000000001,4.3,4.3
B00008JVTT,31,4.354838709677419,1.141589158345336,0.8629032258064516,4.354838709677419,4.354838709677419
B00008JWXH,3,5.0,0.0,0.9333333333333335,5.0,5.0
B00008JXTW,3,3.6666666666666665,1.5275252316519468,0.75,3.6666666666666665,3.6666666666666665
B00008K1OX,8,3.25,1.3887301496588271,0.7025,3.25,3.25
B00008KFJK,1,2.0,0.0,0.4,2.0,2.0
B00008MN6L,2,3.0,2.8284271247461903,0.635,3.0,3.0
B00008MZCI,1,5.0,0.0,1.0,5.0,5.0
B00008NMKB,1,4.0,0.0,0.8500000000000001,4.0,4.0
B00008NMKE,1,5.0,0.0,1.0,5.0,5.0
B00008NUQD,1,5.0,0.0,1.0,5.0,5.0
B00008OISX,1,5.0,0.0,1.0,5.0,5.0
B000094M38,1,3.0,0.0,0.65,3.0,3.0
B000099D5H,1,5.0,0.0,0.9500000000000001,5.0,5.0
B00009ESVL,1,3.0,0.0,0.75,3.0,3.0
B00009JV4A,1,5.0,0.0,1.0,5.0,5.0
B00009JYIY,1,1.0,0.0,0.35,1.0,1.0
B00009MFB6,1,5.0,0.0,1.0,5.0,5.0
B00009PLNP,2,4.5,0.7071067811865476,0.925,4.5,4.5
B00009PU5O,1,4.0,0.0,0.8,4.0,4.0
B00009WNBP,1,5.0,0.0,1.0,5.0,5.0
B00009XY37,1,5.0,0.0,1.0,5.0,5.0
B00009YFBH,1,5.0,0.0,1.0,5.0,5.0
B00009Z707,1,5.0,0.0,1.0,5.0,5.0
B00009Z70E,3,4.0,1.0,0.8166666666666668,4.0,4.0
B0000A1YH1,1,5.0,0.0,1.0,5.0,5.0
B0000A5MYM,1,2.0,0.0,0.45,2.0,2.0
B0000A98CV,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0000A98NK,1,5.0,0.0,1.0,5.0,5.0
B0000A98WH,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0000A98WO,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0000A9Y61,5,2.2,1.0954451150103321,0.49000000000000005,2.2,2.2
B0000AGQ35,1,5.0,0.0,1.0,5.0,5.0
B0000AGRHJ,1,3.0,0.0,0.55,3.0,3.0
B0000ANI6K,1,5.0,0.0,1.0,5.0,5.0
B0000AOE9U,8,3.625,1.5059406173077154,0.7375,3.625,3.625
B0000AOX0Y,1,5.0,0.0,1.0,5.0,5.0
B0000AOXNI,1,5.0,0.0,1.0,5.0,5.0
B0000AOY16,1,4.0,0.0,0.8,4.0,4.0
B0000AWHAA,24,3.75,1.326977605394074,0.7925,3.75,3.75
B0000AWOBT,1,5.0,0.0,1.0,5.0,5.0
B0000AWPJE,2,5.0,0.0,1.0,5.0,5.0
B0000AWRIF,5,3.8,1.7888543819998317,0.79,3.8,3.8
B0000AWTWR,1,5.0,0.0,1.0,5.0,5.0
B0000AWVWC,2,5.0,0.0,1.0,5.0,5.0
B0000AWX3V,14,3.5714285714285716,1.554857684028483,0.7535714285714287,3.5714285714285716,3.5714285714285716
B0000AWXMM,15,4.533333333333333,0.9154754164341271,0.9226666666666666,4.533333333333333,4.533333333333333
B0000AWYXK,3,4.0,1.7320508075688772,0.8166666666666668,4.0,4.0
B0000BUWIZ,1,3.0,0.0,0.65,3.0,3.0
B0000BUWK5,2,5.0,0.0,1.0,5.0,5.0
B0000BUXB5,2,5.0,0.0,1.0,5.0,5.0
B0000BX8MQ,3,2.0,1.0,0.44,2.0,2.0
B0000BYA3N,1,4.0,0.0,0.8,4.0,4.0
B0000BZZCZ,1,5.0,0.0,1.0,5.0,5.0
B0000BZZEM,1,5.0,0.0,1.0,5.0,5.0
B0000BZZEO,2,4.0,1.4142135623730951,0.8,4.0,4.0
B0000C2RFX,1,5.0,0.0,1.0,5.0,5.0
B0000C2RNF,1,3.0,0.0,0.67,3.0,3.0
B0000C2RR0,1,3.0,0.0,0.7000000000000001,3.0,3.0
B0000C3G7G,4,4.75,0.4999999999999999,0.9675,4.75,4.75
B0000C3GSM,2,4.5,0.7071067811865476,0.925,4.5,4.5
B0000C85Q1,2,5.0,0.0,1.0,5.0,5.0
B0000CCYOH,1,5.0,0.0,1.0,5.0,5.0
B0000CDVVL,1,3.0,0.0,0.65,3.0,3.0
B0000CGHG7,1,5.0,0.0,1.0,5.0,5.0
B0000CH6GE,2,5.0,0.0,1.0,5.0,5.0
B0000CH6PW,1,5.0,0.0,1.0,5.0,5.0
B0000CH6QD,1,5.0,0.0,1.0,5.0,5.0
B0000D8VVN,1,5.0,0.0,1.0,5.0,5.0
B0000D8WDJ,1,5.0,0.0,1.0,5.0,5.0
B0000D8WMP,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0000D8XF8,1,5.0,0.0,1.0,5.0,5.0
B0000D9TB5,1,5.0,0.0,1.0,5.0,5.0
B0000DGL0E,1,1.0,0.0,0.2,1.0,1.0
B0000DH7V8,1,5.0,0.0,1.0,5.0,5.0
B0000DIPR8,1,1.0,0.0,0.31,1.0,1.0
B0000E1B1E,7,3.2857142857142856,1.889822365046136,0.6914285714285714,3.2857142857142856,3.2857142857142856
B0000E1LZK,1,1.0,0.0,0.36,1.0,1.0
B0000E1MGG,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0000E1MN4,1,3.0,0.0,0.6,3.0,3.0
B0000E61Q8,1,5.0,0.0,1.0,5.0,5.0
B0000E61QB,1,5.0,0.0,1.0,5.0,5.0
B0000E6273,1,5.0,0.0,1.0,5.0,5.0
B0000E62U2,1,1.0,0.0,0.25,1.0,1.0
B0000E62U3,3,4.333333333333333,1.1547005383792517,0.9066666666666666,4.333333333333333,4.333333333333333
B0000E62U4,2,4.0,0.0,0.8400000000000001,4.0,4.0
B0000E62U6,4,4.5,0.5773502691896257,0.93,4.5,4.5
B0000E62UA,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0000E62XO,1,5.0,0.0,1.0,5.0,5.0
B0000E630X,1,5.0,0.0,1.0,5.0,5.0
B0000E6HE0,1,5.0,0.0,1.0,5.0,5.0
B0000ERME8,1,3.0,0.0,0.71,3.0,3.0
B0000ERQV7,1,5.0,0.0,1.0,5.0,5.0
B0000ERU6T,4,3.75,0.9574271077563381,0.795,3.75,3.75
B0000ERUK7,1,4.0,0.0,0.9000000000000001,4.0,4.0
B0000ERUR9,1,5.0,0.0,1.0,5.0,5.0
B0000ES3LP,1,5.0,0.0,1.0,5.0,5.0
B0000ES6QK,1,2.0,0.0,0.5,2.0,2.0
B0000ESGMI,1,5.0,0.0,1.0,5.0,5.0
B0000ESRDC,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0000ESRR6,1,5.0,0.0,0.9500000000000001,5.0,5.0
B0000ESRRQ,1,5.0,0.0,1.0,5.0,5.0
B0000EVVOU,3,3.6666666666666665,2.3094010767585034,0.7333333333333334,3.6666666666666665,3.6666666666666665
B0000EVVP4,1,5.0,0.0,1.0,5.0,5.0
B0000EVVPY,3,5.0,0.0,1.0,5.0,5.0
B0000EVVQ8,4,5.0,0.0,1.0,5.0,5.0
B0000EVVQI,2,5.0,0.0,1.0,5.0,5.0
B0000EVWWG,3,4.0,1.7320508075688772,0.8166666666666668,4.0,4.0
B0000EVWYO,8,4.0,1.1952286093343936,0.845,4.0,4.0
B0000EVX1Q,1,2.0,0.0,0.45,2.0,2.0
B0000EVXVG,7,4.285714285714286,1.4960264830861911,0.8571428571428571,4.285714285714286,4.285714285714286
B0000EVXVQ,2,5.0,0.0,1.0,5.0,5.0
B0000TF0BU,1,3.0,0.0,0.65,3.0,3.0
B0000TIIDM,1,5.0,0.0,0.9500000000000001,5.0,5.0
B0000TVPQE,1,5.0,0.0,1.0,5.0,5.0
B0000TZPE2,1,2.0,0.0,0.5,2.0,2.0
B0000U0HBC,3,5.0,0.0,1.0,5.0,5.0
B0000U0JP6,1,5.0,0.0,1.0,5.0,5.0
B0000U2RCO,1,1.0,0.0,0.2,1.0,1.0
B0000U34JO,1,5.0,0.0,1.0,5.0,5.0
B0000U37F0,2,5.0,0.0,1.0,5.0,5.0
B0000U6ODW,1,2.0,0.0,0.42000000000000004,2.0,2.0
B0000UYZJC,1,4.0,0.0,0.8900000000000001,4.0,4.0
B0000V9K46,1,5.0,0.0,1.0,5.0,5.0
B0000V9KRS,2,4.5,0.7071067811865476,0.925,4.5,4.5
B0000VA1FI,2,5.0,0.0,1.0,5.0,5.0
B0000VIKWY,1,1.0,0.0,0.25,1.0,1.0
B0000VWBD8,1,5.0,0.0,1.0,5.0,5.0
B0000W3I1G,2,5.0,0.0,1.0,5.0,5.0
B0000W53NM,1,5.0,0.0,1.0,5.0,5.0
B0000WKVVQ,1,1.0,0.0,0.3,1.0,1.0
B0000WMRWM,1,3.0,0.0,0.7000000000000001,3.0,3.0
B0000WMS7Q,1,5.0,0.0,1.0,5.0,5.0
B0000WMWTU,1,5.0,0.0,1.0,5.0,5.0
B0000WWT9I,1,3.0,0.0,0.6,3.0,3.0
B0000WWTHU,1,1.0,0.0,0.2,1.0,1.0
B0000WWTKM,1,5.0,0.0,1.0,5.0,5.0
B0000WWTY8,1,5.0,0.0,1.0,5.0,5.0
B0000WWUBU,1,5.0,0.0,1.0,5.0,5.0
B0000WWUMO,1,5.0,0.0,1.0,5.0,5.0
B0000YBW8A,1,5.0,0.0,1.0,5.0,5.0
B0000YS13Y,1,5.0,0.0,1.0,5.0,5.0
B0000YTZMU,1,5.0,0.0,1.0,5.0,5.0
B0000YWFKE,1,5.0,0.0,1.0,5.0,5.0
B0000Z7YC2,6,4.333333333333333,1.632993161855452,0.875,4.333333333333333,4.333333333333333
B0000Z7YJU,1,5.0,0.0,1.0,5.0,5.0
B0000ZB9FU,1,1.0,0.0,0.25,1.0,1.0
B0000ZG44Q,9,3.4444444444444446,1.9436506316151,0.7111111111111111,3.4444444444444446,3.4444444444444446
B0000ZH45Y,1,1.0,0.0,0.25,1.0,1.0
B0000ZH4YK,1,5.0,0.0,1.0,5.0,5.0
B000100E96,1,5.0,0.0,1.0,5.0,5.0
B00011QQB0,1,4.0,0.0,0.8,4.0,4.0
B00012O2MO,3,4.333333333333333,1.1547005383792517,0.8833333333333333,4.333333333333333,4.333333333333333
B00012O2RY,2,4.0,1.4142135623730951,0.8500000000000001,4.0,4.0
B00012PV8S,1,5.0,0.0,1.0,5.0,5.0
B00012UWN2,1,5.0,0.0,1.0,5.0,5.0
B00013MY14,7,3.7142857142857144,1.2535663410560174,0.8171428571428573,3.7142857142857144,3.7142857142857144
B00013PE84,1,4.0,0.0,0.9200000000000002,4.0,4.0
B00013UWR2,1,2.0,0.0,0.47000000000000003,2.0,2.0
B00015EJTC,1,5.0,0.0,1.0,5.0,5.0
B00015UY6E,1,4.0,0.0,0.9000000000000001,4.0,4.0
B00015VKT4,16,4.6875,1.0144785195688801,0.93875,4.6875,4.6875
B000162XEE,2,4.5,0.7071067811865476,0.9500000000000001,4.5,4.5
B0001741IY,2,4.0,1.4142135623730951,0.825,4.0,4.0
B00017WRK8,1,5.0,0.0,1.0,5.0,5.0
B00017WSRU,1,5.0,0.0,1.0,5.0,5.0
B00017WSW0,1,2.0,0.0,0.5,2.0,2.0
B00017WT2Y,1,5.0,0.0,0.9,5.0,5.0
B00017WT3S,2,5.0,0.0,1.0,5.0,5.0
B00017YIVO,1,5.0,0.0,1.0,5.0,5.0
B000185KAQ,3,5.0,0.0,0.9833333333333334,5.0,5.0
B000185LXW,1,5.0,0.0,1.0,5.0,5.0
B00018CY4G,2,5.0,0.0,1.0,5.0,5.0
B00018I6YI,5,4.0,1.7320508075688774,0.8400000000000001,4.0,4.0
B00018I6Z2,5,4.2,0.8366600265340756,0.8939999999999999,4.2,4.2
B00018I6ZM,1,5.0,0.0,1.0,5.0,5.0
B00018WRZ2,1,5.0,0.0,1.0,5.0,5.0
B00018ZPO2,1,5.0,0.0,1.0,5.0,5.0
B00019VMTI,1,3.0,0.0,0.55,3.0,3.0
B00019VW7U,2,5.0,0.0,1.0,5.0,5.0
B00019WB8Y,1,3.0,0.0,0.6,3.0,3.0
B00019WPNK,1,5.0,0.0,1.0,5.0,5.0
B00019WSCI,2,5.0,0.0,1.0,5.0,5.0
B00019XRWI,2,3.5,0.7071067811865476,0.7250000000000001,3.5,3.5
B00019YC5Y,1,5.0,0.0,1.0,5.0,5.0
B0001ABCRY,1,4.0,0.0,0.8,4.0,4.0
B0001ABV66,2,4.5,0.7071067811865476,0.9,4.5,4.5
B0001ABWHY,1,4.0,0.0,0.7000000000000001,4.0,4.0
B0001B97J8,2,5.0,0.0,0.9750000000000001,5.0,5.0
B0001BN4A6,1,1.0,0.0,0.2,1.0,1.0
B0001BN4DS,1,5.0,0.0,1.0,5.0,5.0
B0001CTWKG,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0001CTWR4,1,4.0,0.0,0.9000000000000001,4.0,4.0
B0001CUOSK,1,5.0,0.0,1.0,5.0,5.0
B0001DCRVQ,1,1.0,0.0,0.2,1.0,1.0
B0001EFBUY,1,5.0,0.0,1.0,5.0,5.0
B0001F2XAY,1,5.0,0.0,1.0,5.0,5.0
B0001F322C,1,5.0,0.0,1.0,5.0,5.0
B0001F331C,2,5.0,0.0,1.0,5.0,5.0
B0001F3NRG,1,5.0,0.0,1.0,5.0,5.0
B0001GN7YY,1,5.0,0.0,1.0,5.0,5.0
B0001H5ZHK,1,5.0,0.0,1.0,5.0,5.0
B0001I56QE,14,4.214285714285714,1.1217137594956024,0.852857142857143,4.214285714285714,4.214285714285714
B0001K3HT0,1,5.0,0.0,1.0,5.0,5.0
B0001KHRKU,1,5.0,0.0,1.0,5.0,5.0
B0001KOC5S,1,5.0,0.0,1.0,5.0,5.0
B0001LU08U,6,4.5,0.8366600265340756,0.9,4.5,4.5
B0001LU1H0,1,5.0,0.0,1.0,5.0,5.0
B0001M7XK2,1,1.0,0.0,0.25,1.0,1.0
B0001M7YH4,1,1.0,0.0,0.2,1.0,1.0
B0001ML754,1,5.0,0.0,0.9500000000000001,5.0,5.0
B0001N6KZA,2,3.0,2.8284271247461903,0.65,3.0,3.0
B0001NE6MO,2,2.0,1.4142135623730951,0.425,2.0,2.0
B0001NLGV8,1,5.0,0.0,1.0,5.0,5.0
B0001NLH1C,1,1.0,0.0,0.25,1.0,1.0
B0001NLH30,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0001NLHUS,1,3.0,0.0,0.62,3.0,3.0
B0001NLM8U,1,5.0,0.0,1.0,5.0,5.0
B0001NLO7O,1,5.0,0.0,1.0,5.0,5.0
B0001NLQOK,1,3.0,0.0,0.65,3.0,3.0
B0001NLTR4,2,4.0,1.4142135623730951,0.825,4.0,4.0
B0001NLUR8,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0001NLURS,1,5.0,0.0,1.0,5.0,5.0
B0001NM176,1,5.0,0.0,1.0,5.0,5.0
B0001NM180,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0001NM7SY,1,5.0,0.0,1.0,5.0,5.0
B0001NPWYK,1,3.0,0.0,0.7200000000000001,3.0,3.0
B0001NPWZ4,1,5.0,0.0,1.0,5.0,5.0
B0001NPWZE,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0001O2OG8,4,4.5,1.0,0.9125,4.5,4.5
B0001PNF5G,1,4.0,0.0,0.8700000000000001,4.0,4.0
B0001PNGGE,1,1.0,0.0,0.25,1.0,1.0
B0001Q5ZQW,2,5.0,0.0,1.0,5.0,5.0
B0001V4C66,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0001Y50WS,2,4.0,1.4142135623730951,0.825,4.0,4.0
B0001Y7OTU,4,5.0,0.0,1.0,5.0,5.0
B0001YJ13C,1,5.0,0.0,1.0,5.0,5.0
B0001YMVVQ,6,4.5,0.8366600265340756,0.9249999999999999,4.5,4.5
B0001YS8JA,1,5.0,0.0,1.0,5.0,5.0
B0001ZUVBM,1,1.0,0.0,0.2,1.0,1.0
B00020M23Q,1,5.0,0.0,1.0,5.0,5.0
B00020O3OC,1,4.0,0.0,0.9000000000000001,4.0,4.0
B00020O9DC,6,4.166666666666667,1.169045194450012,0.88,4.166666666666667,4.166666666666667
B00020OGL2,3,4.666666666666667,0.5773502691896258,0.9500000000000001,4.666666666666667,4.666666666666667
B000239INA,1,5.0,0.0,1.0,5.0,5.0
B00023JP38,1,5.0,0.0,1.0,5.0,5.0
B00023JSJ4,1,5.0,0.0,1.0,5.0,5.0
B00023JWH2,1,2.0,0.0,0.45,2.0,2.0
B00023JWIG,2,3.5,0.7071067811865476,0.7450000000000001,3.5,3.5
B00023JX9Y,1,5.0,0.0,1.0,5.0,5.0
B00023K7J4,1,5.0,0.0,1.0,5.0,5.0
B00023XF98,1,5.0,0.0,1.0,5.0,5.0
B00023XGTC,1,5.0,0.0,1.0,5.0,5.0
B00024R0NO,1,5.0,0.0,1.0,5.0,5.0
B00024S6LY,1,5.0,0.0,1.0,5.0,5.0
B00024VSG4,7,3.5714285714285716,1.618347187425374,0.7685714285714286,3.5714285714285716,3.5714285714285716
B00027677G,5,4.0,1.0,0.836,4.0,4.0
B0002802EE,1,5.0,0.0,1.0,5.0,5.0
B00028A9EC,1,5.0,0.0,1.0,5.0,5.0
B0002935WE,1,5.0,0.0,1.0,5.0,5.0
B000297MHI,1,5.0,0.0,0.9500000000000001,5.0,5.0
B00029BK80,2,4.0,0.0,0.8350000000000001,4.0,4.0
B00029GPSU,1,4.0,0.0,0.8500000000000001,4.0,4.0
B0002BKVTC,1,4.0,0.0,0.9500000000000002,4.0,4.0
B0002BKVZG,2,3.5,0.7071067811865476,0.795,3.5,3.5
B0002BKY44,1,4.0,0.0,0.8800000000000001,4.0,4.0
B0002BL81M,1,5.0,0.0,1.0,5.0,5.0
B0002BLF8S,1,3.0,0.0,0.65,3.0,3.0
B0002C6NL6,2,4.0,1.4142135623730951,0.775,4.0,4.0
B0002C9MGO,1,5.0,0.0,0.9500000000000001,5.0,5.0
B0002CKA10,2,3.0,1.4142135623730951,0.6950000000000001,3.0,3.0
B0002COCP0,1,5.0,0.0,1.0,5.0,5.0
B0002CU718,1,5.0,0.0,1.0,5.0,5.0
B0002CVN1G,1,4.0,0.0,0.8,4.0,4.0
B0002D8G5G,1,4.0,0.0,0.9000000000000001,4.0,4.0
B0002D8GG0,1,3.0,0.0,0.62,3.0,3.0
B0002E1PO4,1,4.0,0.0,0.8,4.0,4.0
B0002E1PQ2,1,5.0,0.0,1.0,5.0,5.0
B0002E1PRQ,1,1.0,0.0,0.22,1.0,1.0
B0002FQC6O,1,3.0,0.0,0.68,3.0,3.0
B0002G97KG,1,5.0,0.0,1.0,5.0,5.0
B0002GRZCS,2,5.0,0.0,1.0,5.0,5.0
B0002H2XME,1,5.0,0.0,1.0,5.0,5.0
B0002H45NY,1,2.0,0.0,0.45,2.0,2.0
B0002HBBAO,2,5.0,0.0,1.0,5.0,5.0
B0002HU8XU,1,5.0,0.0,1.0,5.0,5.0
B0002IHBRA,8,4.75,0.46291004988627565,0.96625,4.75,4.75
B0002IRS64,1,5.0,0.0,1.0,5.0,5.0
B0002ISTO4,1,5.0,0.0,1.0,5.0,5.0
B0002KBQ0Q,1,5.0,0.0,1.0,5.0,5.0
B0002KMX1M,1,5.0,0.0,1.0,5.0,5.0
B0002KMXDA,1,5.0,0.0,1.0,5.0,5.0
B0002KN80M,1,2.0,0.0,0.45,2.0,2.0
B0002L2LGI,17,3.588235294117647,1.5434872662825794,0.7705882352941177,3.588235294117647,3.588235294117647
B0002LCWIU,1,1.0,0.0,0.33,1.0,1.0
B0002LCWJ4,2,1.0,0.0,0.28500000000000003,1.0,1.0
B0002MGRX0,1,5.0,0.0,1.0,5.0,5.0
B0002MQR6C,1,5.0,0.0,1.0,5.0,5.0
B0002MR9RS,1,5.0,0.0,1.0,5.0,5.0
B0002NWZ4Y,1,1.0,0.0,0.25,1.0,1.0
B0002O5H7A,1,5.0,0.0,1.0,5.0,5.0
B0002O60U8,1,3.0,0.0,0.65,3.0,3.0
B0002PQLGU,1,3.0,0.0,0.65,3.0,3.0
B0002PQLH4,1,5.0,0.0,1.0,5.0,5.0
B0002PR25Y,24,4.0,1.5603789952109879,0.8191666666666667,4.0,4.0
B0002PXZ14,1,3.0,0.0,0.65,3.0,3.0
B0002PYLEE,1,4.0,0.0,0.8,4.0,4.0
B0002PYWRA,1,5.0,0.0,1.0,5.0,5.0
B0002PZ4OK,1,4.0,0.0,0.8,4.0,4.0
B0002PZ5H6,1,2.0,0.0,0.45,2.0,2.0
B0002PZ5HQ,1,3.0,0.0,0.7000000000000001,3.0,3.0
B0002QPJFS,1,5.0,0.0,1.0,5.0,5.0
B0002QPM9Q,2,4.0,1.4142135623730951,0.825,4.0,4.0
B0002QPMB4,1,4.0,0.0,0.9000000000000001,4.0,4.0
B0002QVAO2,2,1.0,0.0,0.21000000000000002,1.0,1.0
B0002QVF2E,11,4.454545454545454,0.9341987329938274,0.9172727272727272,4.454545454545454,4.454545454545454
B0002RAL00,1,5.0,0.0,1.0,5.0,5.0
B0002RE4VC,1,5.0,0.0,1.0,5.0,5.0
B0002RG604,7,3.2857142857142856,1.3801311186847083,0.7228571428571428,3.2857142857142856,3.2857142857142856
B0002S9FQK,9,3.4444444444444446,1.7400510848184252,0.7222222222222222,3.4444444444444446,3.4444444444444446
B0002T1HBK,1,3.0,0.0,0.65,3.0,3.0
B0002T3YEI,1,4.0,0.0,0.9000000000000001,4.0,4.0
B0002T40ZK,1,1.0,0.0,0.33999999999999997,1.0,1.0
B0002TG9IQ,1,5.0,0.0,1.0,5.0,5.0
B0002TG9Q8,1,5.0,0.0,1.0,5.0,5.0
B0002TGUU8,30,4.433333333333334,1.0726484571581123,0.9083333333333333,4.433333333333334,4.433333333333334
B0002TKBSU,1,5.0,0.0,1.0,5.0,5.0
B0002TQBMK,1,2.0,0.0,0.45,2.0,2.0
B0002TRHLE,1,2.0,0.0,0.45,2.0,2.0
B0002TRHNM,2,4.5,0.7071067811865476,0.9,4.5,4.5
